study,scenario_id,p,n1,n2,n1_over_n2,family,rho0,rho_alt,design,alternative,innovation,method,alpha,B,R,rejection_rate,mean_p_value,mean_statistic,median_statistic,mean_elapsed_sec,MCSE
study_power_target_eq05,eq05_power_target_200_120_150_0p5,200,120,150,0.8,equicorrelation,0.5,0.5,equicorrelation_target_power_rho0p5,null,gaussian,Ours-C(0.7),0.05,500,500,0.06,0.4814,1.0175253346007598,0.655954147172282,0.4249007089996012,0.010620734437881401
study_power_target_eq05,eq05_power_target_200_120_150_0p5,200,120,150,0.8,equicorrelation,0.5,0.5,equicorrelation_target_power_rho0p5,null,gaussian,Ours-I,0.05,500,500,0.06,0.47377199999999997,1.015928113342261,0.8074023618937705,0.42538393639877903,0.010620734437881401
study_power_target_eq05,eq05_power_target_200_120_150_0p5,200,120,150,0.8,equicorrelation,0.5,0.5,equicorrelation_target_power_rho0p5,null,gaussian,Wang-NR,0.05,0,500,0.052,0.47597492834752647,-5.291279834805242,-147.3685378494076,0.004093248999794014,0.00992935043192655
study_power_target_eq05,eq05_power_target_200_120_150_0p6,200,120,150,0.8,equicorrelation,0.5,0.6,equicorrelation_target_power_rho0p5,alternative,gaussian,Li-Chen,0.05,0,500,0.286,0.41759619834406636,0.9641646615498215,0.10219558333713218,0.0013994790001306682,0.020209106858047932
study_power_target_eq05,eq05_power_target_200_120_150_0p6,200,120,150,0.8,equicorrelation,0.5,0.6,equicorrelation_target_power_rho0p5,alternative,gaussian,Max-bootstrap,0.05,500,500,0.264,0.287784,3.860788269663374,3.786685982917624,0.39690610180061775,0.019713142824014644
study_power_target_eq05,eq05_power_target_200_120_150_0p6,200,120,150,0.8,equicorrelation,0.5,0.6,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.3),0.05,500,500,0.242,0.301116,1.247849975770416,1.0825634596945362,0.4238441366006155,0.019153902996517445
study_power_target_eq05,eq05_power_target_200_120_150_0p6,200,120,150,0.8,equicorrelation,0.5,0.6,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.5),0.05,500,500,0.242,0.32096399999999997,1.5606517245108678,1.1420281095451914,0.4232563322008355,0.019153902996517445
study_power_target_eq05,eq05_power_target_200_120_150_0p6,200,120,150,0.8,equicorrelation,0.5,0.6,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.7),0.05,500,500,0.232,0.334736,1.9018786031940602,1.2033619476759934,0.42250082379893866,0.018877287940803362
study_power_target_eq05,eq05_power_target_200_120_150_0p6,200,120,150,0.8,equicorrelation,0.5,0.6,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-I,0.05,500,500,0.212,0.33716,1.5791558125476077,1.1031316632682286,0.4237093822009629,0.018278730809331376
study_power_target_eq05,eq05_power_target_200_120_150_0p6,200,120,150,0.8,equicorrelation,0.5,0.6,equicorrelation_target_power_rho0p5,alternative,gaussian,Wang-NR,0.05,0,500,0.206,0.34893233788923567,397.8692373592551,48.05624680143217,0.0041739625988993796,0.01808668018183547
study_power_target_eq05,eq05_power_target_200_120_150_0p7,200,120,150,0.8,equicorrelation,0.5,0.7,equicorrelation_target_power_rho0p5,alternative,gaussian,Li-Chen,0.05,0,500,0.614,0.18187303245836886,3.2147780770419048,2.707283926478094,0.0013679357991786673,0.0217717247823869
study_power_target_eq05,eq05_power_target_200_120_150_0p7,200,120,150,0.8,equicorrelation,0.5,0.7,equicorrelation_target_power_rho0p5,alternative,gaussian,Max-bootstrap,0.05,500,500,0.618,0.102556,4.384337478675356,4.347212610961307,0.3897487297998741,0.02172905888436036
study_power_target_eq05,eq05_power_target_200_120_150_0p7,200,120,150,0.8,equicorrelation,0.5,0.7,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.3),0.05,500,500,0.604,0.10901999999999999,1.765237461998569,1.671346242491487,0.4230932606019778,0.02187162545399861
study_power_target_eq05,eq05_power_target_200_120_150_0p7,200,120,150,0.8,equicorrelation,0.5,0.7,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.5),0.05,500,500,0.606,0.114168,2.826506276433884,2.5677219461597853,0.4219624034014996,0.021852414054287
study_power_target_eq05,eq05_power_target_200_120_150_0p7,200,120,150,0.8,equicorrelation,0.5,0.7,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.7),0.05,500,500,0.592,0.11907999999999999,4.013358451420436,3.5304711316000326,0.41842890159925444,0.021978898971513564
study_power_target_eq05,eq05_power_target_200_120_150_0p7,200,120,150,0.8,equicorrelation,0.5,0.7,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-I,0.05,500,500,0.532,0.143024,3.1153546221472643,2.6621195763994265,0.4190698825997533,0.022314838112789434
